ReferenceNumber,Make,PropulsionTypeId,BodyTypeId,GovRegion,KeeperTitleId,EngineSize,YearRegistered,Mass,CO2,CO,NOX,part,hc,Random number
1035,VAUXHALL,1,96,South West,1,1598,2002,1970,190,0.219,0.026,,0.037,0.366386952
3236,FORD,2,14,North West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.108457118
813,FORD,1,6,London,1,1596,2002,1180,165,0.518,0.059,,0.115,0.087487751
1237,VOLKSWAGEN,2,13,South West,1,1896,2002,1366,140,0.081,0.376,0.029,,0.322177264
1094,TOYOTA,1,14,South West,1,1598,2002,1290,168,0.55,0.03,,0.06,0.923141105
2716,BMW,2,5,South West,1,2993,2016,1760,150,0.341,0.053,,,0.705776898
426,VAUXHALL,2,14,South West,2,1686,2002,1745,130,0.101,0.429,0.031,,0.552791174
1207,VAUXHALL,1,13,South West,4,973,2002,1405,135,0.342,0.048,,0.06,0.106469233
1595,VOLKSWAGEN,1,14,South West,5,1984,2016,1505,159,0.609,0.047,,0.06,0.885818929
1935,TOYOTA,8,14,London,1,1798,2016,1470,82,0.182,0.005,,0.036,0.475697061
2223,VOLKSWAGEN,1,14,South West,1,1984,2016,1373,139,0.341,0.056,,0.053,0.223536369
277,VOLKSWAGEN,1,13,North West,1,1781,2002,1327,190,0.667,0.03,,0.054,0.028053911
1504,VOLKSWAGEN,2,96,South West,4,1598,2016,1604,111,0.147,0.045,,,0.780794555
3241,VAUXHALL,2,6,North West,5,1598,2016,1425,119,0.021,0.021,,,0.692271994
2599,BMW,2,5,South West,5,2993,2016,1750,145,0.25,0.058,,,0.951985941
2921,VAUXHALL,2,96,North West,5,1598,2016,1701,109,0.295,0.053,,,0.165804068
3605,BMW,1,4,North West,2,1499,2016,1570,136,0.145,0.012,,0.02,0.149564003
2687,VAUXHALL,1,14,London,2,1399,2016,1308,127,0.484,0.006,0.002,0.037,0.81206726
714,VOLKSWAGEN,1,13,North West,1,1198,2002,1106,142,0.68,0.042,,0.03,0.815487878
2421,VAUXHALL,1,14,London,2,1364,2016,1394,145,0.593,0.011,,0.03,0.725874281
3371,FORD,2,14,South West,5,1997,2016,1642,107,0.183,0.046,,,0.643134685
3488,FORD,2,14,South West,2,1560,2016,1392,109,0.189,0.165,,,0.548477332
3281,BMW,1,2,North West,1,1998,2016,1505,134,0.213,0.022,,0.053,0.39881223
1737,VAUXHALL,1,14,North West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.334716254
3108,BMW,1,2,North West,1,1998,2016,1505,138,0.213,0.022,,0.053,0.739294774
290,TOYOTA,1,13,South West,4,1398,2002,1270,159,0.47,0.02,,0.07,0.759880259
1985,BMW,2,6,London,1,2993,2016,2145,158,0.186,0.057,,,0.690468185
2895,FORD,2,14,North West,5,1997,2016,1671,124,0.357,0.043,,,0.871888351
2124,VOLKSWAGEN,2,13,South West,5,1598,2016,1265,89,0.116,0.054,,,0.784602434
913,FORD,1,13,South West,2,1299,2002,965,154,0.395,0.103,,0.061,0.205572123
2664,FORD,1,14,London,5,998,2016,1364,125,0.428,0.037,0.001,0.053,0.018865041
1137,FORD,1,13,South West,2,1299,2002,965,154,0.395,0.103,,0.061,0.669581443
2138,VOLKSWAGEN,2,6,South West,1,1968,2016,1541,119,0.079,0.062,,,0.797901372
3372,VOLKSWAGEN,1,13,South West,5,1984,2016,1495,159,0.609,0.047,,0.06,0.033786397
1724,VOLKSWAGEN,2,6,North West,1,1968,2016,1705,137,0.083,0.036,,,0.747658755
1138,VOLKSWAGEN,2,6,London,1,1896,2002,1803,173,0.463,0.387,0.035,,0.515501239
3251,VOLKSWAGEN,1,13,North West,1,999,2016,929,105,0.457,0.013,,0.039,0.703914635
3737,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.743725448
2197,VOLKSWAGEN,1,13,South West,2,999,2016,929,106,0.406,0.013,,0.037,0.283143425
1004,VOLKSWAGEN,1,2,South West,1,1999,2002,1479,192,0.407,0.044,,0.082,0.824417229
3591,VAUXHALL,1,13,South West,1,1398,2016,1141,120,0.463,0.01,,0.031,0.088571222
2411,FORD,1,14,London,5,1498,2016,1756,171,0.559,0.04,0.004,0.045,0.554094685
2628,FORD,1,6,London,5,1498,2016,1446,140,0.506,0.027,0.004,0.069,0.218687017
1601,VOLKSWAGEN,1,13,South West,5,1984,2016,1495,159,0.609,0.047,,0.06,0.021346605
1699,FORD,1,14,North West,2,1242,2016,1095,122,0.518,0.027,,0.051,0.459034923
2499,TOYOTA,8,96,London,5,1798,2016,1605,96,0.1,0.006,,0.013,0.059609706
3575,VAUXHALL,2,14,South West,5,1598,2016,1449,106,0.081,0.042,0.003,,0.693253681
407,VOLKSWAGEN,1,14,South West,2,1390,2002,1183,156,0.165,0.047,,0.075,0.353304266
2491,TOYOTA,1,13,London,2,998,2016,925,95,0.59,0.008,,0.033,0.297652665
1008,VAUXHALL,1,14,North West,2,1598,2002,1670,171,0.219,0.026,,0.037,0.880402833
598,VOLKSWAGEN,1,14,London,1,1390,2002,1183,156,0.165,0.047,,0.075,0.168608847
777,VOLKSWAGEN,2,6,South West,1,1896,2002,1600,159,0.181,0.313,0.04,,0.92362922
3551,VOLKSWAGEN,2,96,South West,1,1968,2016,1595,116,0.231,0.044,,,0.53720376
3537,VOLKSWAGEN,1,14,South West,2,1395,2016,1247,120,0.158,0.034,,0.028,0.204833967
1410,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.061974672
3317,BMW,1,4,South West,1,2998,2016,1845,167,0.282,0.015,,0.057,0.317187002
3237,VAUXHALL,1,14,North West,2,999,2016,1034,104,0.367,0.004,,0.026,0.663580932
1681,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.252167715
1333,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.740563197
924,VAUXHALL,1,14,South West,1,1598,2002,1660,171,0.695,0.019,,0.054,0.231967892
1372,VOLKSWAGEN,1,13,London,1,1984,2016,1495,159,0.609,0.047,,0.06,0.057268543
3266,VAUXHALL,2,96,North West,5,1956,2016,1733,137,0.186,0.056,,,0.982797351
1705,VOLKSWAGEN,1,13,South West,5,1984,2016,1495,159,0.609,0.047,,0.06,0.253081036
2909,VOLKSWAGEN,1,14,North West,1,999,2016,1055,108,0.535,0.012,,0.039,0.92661403
281,TOYOTA,2,14,North West,1,1995,2002,0,190,,,,,0.941386426
1813,FORD,2,14,South West,5,1499,2016,1399,98,0.354,0.074,,,0.397275532
3751,FORD,2,14,South West,4,1997,2016,1773,135,0.217,0.078,,,0.997850785
1658,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.14164382
1777,VAUXHALL,1,14,North West,2,1598,2016,1355,159,0.809,0.012,,0.051,0.339792201
1822,VAUXHALL,1,14,North West,1,1398,2016,1163,118,0.463,0.01,,0.031,0.85005897
1654,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.835257637
266,TOYOTA,1,96,London,1,1998,2002,1610,202,1.08,0.06,,0.09,0.726523195
509,VAUXHALL,1,13,London,2,973,2002,1430,135,0.342,0.048,,0.06,0.100317836
1185,VOLKSWAGEN,2,2,London,1,1896,2002,1525,154,0.151,0.382,0.023,,0.483543965
848,VOLKSWAGEN,2,3,South West,1,1896,2002,0,146,0.081,,0.029,,0.072064344
3420,VOLKSWAGEN,2,96,South West,1,1968,2016,1474,115,0.1,0.07,,,0.98817299
2103,BMW,1,6,London,5,1998,2016,1615,146,0.476,0.033,,0.048,0.317421769
2912,FORD,1,14,North West,1,1242,2016,1095,122,0.518,0.027,,0.051,0.222215202
2077,VOLKSWAGEN,2,6,South West,5,1598,2016,1485,107,0.243,0.039,,,0.794631232
425,TOYOTA,1,14,North West,2,1299,2002,0,144,0.88,0.04,,0.1,0.788530804
296,FORD,1,13,London,1,1299,2002,1006,171,0.66,0.095,,0.11,0.956468279
1134,FORD,1,13,South West,2,1299,2002,965,154,0.395,0.103,,0.061,0.401301211
3664,FORD,2,14,South West,1,1997,2016,1648,117,0.311,0.073,,,0.282739096
1155,FORD,1,13,South West,2,1299,2002,965,163,0.66,0.037,,0.09,0.096614281
3476,FORD,2,14,South West,5,1499,2016,1170,94,0.351,0.051,,,0.609496856
1267,FORD,1,14,North West,1,1388,2002,1163,158,0.662,0.052,,0.137,0.909573939
1523,FORD,1,14,London,5,999,2016,1329,105,0.436,0.03,0.001,0.065,0.945044845
1150,VOLKSWAGEN,2,2,South West,1,1896,2002,1423,146,0.081,0.376,0.029,,0.183396387
1060,VAUXHALL,1,96,London,4,1796,2002,1980,207,0.627,0.008,,0.035,0.301347583
1814,FORD,2,14,South West,5,1499,2016,1399,98,0.354,0.074,,,0.244310338
2035,FORD,2,14,South West,5,1499,2016,1170,94,0.351,0.051,,,0.907950671
2085,VAUXHALL,1,13,South West,1,1998,2016,1550,184,0.534,0.024,,0.024,0.050002968
3578,VOLKSWAGEN,1,14,South West,1,1395,2016,1247,120,0.158,0.034,,0.028,0.532920845
541,VOLKSWAGEN,2,6,London,1,1896,2002,1627,194,0.131,0.412,0.032,,0.841274987
3154,VOLKSWAGEN,2,14,North West,5,1598,2016,1321,101,0.167,0.069,,,0.849500048
463,BMW,1,4,South West,1,1995,2002,1540,187,0.852,0.05,,0.102,0.995503341
3222,FORD,2,96,North West,5,1499,2016,1596,119,0.338,0.07,,,0.822312439
877,FORD,1,3,London,1,1596,2002,0,165,0.518,,,,0.841202511
826,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.160866355
2050,FORD,2,14,South West,2,1997,2016,1681,122,0.145,0.059,0.001,,0.243065888
1589,VAUXHALL,2,14,South West,5,1248,2016,1225,85,0.141,0.063,,,0.389172897
3124,FORD,2,14,South West,5,1499,2016,1170,94,0.351,0.051,,,0.409511161
3679,FORD,1,13,South West,2,1242,2016,989,115,0.362,0.024,,0.043,0.399220627
3550,VOLKSWAGEN,1,14,South West,1,1197,2016,1107,107,0.157,0.039,,0.022,0.105914199
2974,FORD,2,14,North West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.458526935
3673,BMW,2,5,South West,5,1995,2016,1615,106,0.128,0.023,,,0.181040934
2509,VAUXHALL,2,96,South West,5,1598,2016,1923,145,0.316,0.041,,,0.824517116
2354,BMW,2,6,London,1,1995,2016,1820,139,0.144,0.035,,,0.089539273
2805,BMW,2,2,North West,5,1995,2016,1705,109,0.144,0.031,,,0.536825182
59,BMW,1,2,South West,1,2171,2002,1465,213,0.765,0.015,,0.097,0.629182274
1790,FORD,2,96,London,5,1997,2016,1833,134,0.305,0.054,,,0.694096969
669,VAUXHALL,1,13,North West,1,1199,2002,1455,149,0.253,0.029,,0.054,0.178089357
2541,BMW,2,5,South West,5,1995,2016,1615,114,0.128,0.023,,,0.211857633
1486,VOLKSWAGEN,2,14,North West,1,1968,2016,1395,114,0.133,0.067,,,0.918319773
1144,VOLKSWAGEN,2,14,South West,1,1896,2002,1354,138,0.073,0.33,0.025,,0.936197472
2286,VOLKSWAGEN,1,14,South West,5,1984,2016,1505,159,0.609,0.047,,0.06,0.367399996
1757,VOLKSWAGEN,2,6,North West,1,1968,2016,1568,125,0.222,0.051,,,0.560639276
2862,FORD,2,6,South West,5,1499,2016,1425,98,0.354,0.074,,,0.982697582
776,VAUXHALL,1,13,South West,1,1199,2002,1430,154,0.211,0.031,,0.052,0.088149936
2276,VOLKSWAGEN,1,14,South West,2,1395,2016,1271,116,0.154,0.029,,0.044,0.158828521
3736,VAUXHALL,2,96,South West,1,1598,2016,1701,109,0.295,0.053,,,0.085085708
1058,VAUXHALL,2,96,North West,1,1995,2002,2075,175,0.434,0.428,0.034,,0.574837404
2992,FORD,1,96,North West,5,1596,2016,1364,149,0.3,0.024,,0.056,0.640059198
2595,VOLKSWAGEN,1,14,London,5,1395,2016,1280,112,0.252,0.04,,0.055,0.12550318
220,FORD,1,6,South West,1,1999,2002,1435,194,0.284,0.08,,0.056,0.357468889
1483,BMW,1,2,South West,5,1499,2016,1500,122,0.181,0.017,,0.035,0.892616352
659,FORD,1,14,North West,2,1596,2002,1167,165,0.518,0.059,,0.115,0.33948731
185,VAUXHALL,1,13,London,2,1199,2002,1455,154,0.211,0.031,,0.052,0.803528604
2333,BMW,1,14,South West,5,1499,2016,1380,123,0.164,0.016,,0.041,0.814389976
1545,VAUXHALL,1,14,North West,2,999,2016,1263,102,0.328,0.026,0.002,0.028,0.577374835
47,VOLKSWAGEN,1,14,London,4,1598,2002,1275,166,,0.043,,0.056,0.821882862
1409,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.897573858
3162,VOLKSWAGEN,2,6,North West,2,1968,2016,1705,137,0.083,0.036,,,0.394238835
1169,VAUXHALL,1,14,South West,2,1199,2002,1455,154,0.211,0.031,,0.052,0.780818484
2040,FORD,1,14,London,5,998,2016,1177,99,0.355,0.041,0.001,0.067,0.207085554
694,VAUXHALL,1,96,South West,1,1598,2002,1970,190,0.219,0.026,,0.037,0.580491254
961,TOYOTA,1,3,South West,2,1300,2002,1000,160,0.7,0.05,,0.12,0.833594721
1205,FORD,1,14,South West,1,1999,2002,1396,192,0.284,0.08,,0.056,0.368545869
120,FORD,1,14,South West,1,1388,2002,1097,158,0.562,0.026,,0.08,0.158462701
2731,FORD,1,14,North West,5,999,2016,1382,125,0.451,0.036,0.001,0.072,0.270092714
1528,FORD,2,14,South West,5,1997,2016,1788,134,0.351,0.065,0.002,,0.692832804
3035,FORD,2,6,South West,5,1997,2016,1532,115,0.145,0.052,,,0.213665376
3688,FORD,1,13,South West,2,1596,2016,1211,138,0.3,0.01,0.001,0.052,0.661921367
3004,FORD,1,14,North West,2,2261,2016,1583,175,0.239,0.046,0.001,0.048,0.892363533
852,VOLKSWAGEN,1,3,London,1,1390,2002,0,161,0.121,,,,0.397543836
474,VOLKSWAGEN,1,14,North West,4,1984,2002,1332,192,0.245,0.02,,0.014,0.381561836
2594,VOLKSWAGEN,1,14,London,1,1197,2016,1107,107,0.157,0.039,,0.022,0.69495855
824,VAUXHALL,2,6,North West,1,1686,2002,1815,132,0.101,0.429,0.031,,0.156269572
2150,VOLKSWAGEN,1,14,North West,1,1395,2016,1247,120,0.158,0.034,,0.028,0.620015033
1006,VAUXHALL,1,14,South West,1,1199,2002,1430,154,0.211,0.031,,0.052,0.446700703
3531,FORD,1,14,South West,2,998,2016,1177,99,0.355,0.041,0.001,0.067,0.950977248
70,FORD,1,14,North West,1,1798,2002,1396,187,0.375,0.091,,0.077,0.144343308
1862,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.445018698
847,VAUXHALL,1,14,London,2,1389,2002,1570,192,0.287,0.057,,0.065,0.472212092
599,BMW,1,5,North West,1,1995,2002,1385,175,0.852,0.05,,0.102,0.913498272
1115,FORD,1,14,South West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.275346801
1424,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.988976366
3404,VOLKSWAGEN,1,14,London,2,999,2016,932,103,0.522,0.018,,0.045,0.012406437
2722,FORD,1,96,North West,5,1596,2016,1431,149,0.342,0.051,,0.056,0.624045375
662,FORD,1,13,North West,1,1679,2002,1113,178,0.656,0.083,,0.066,0.037599661
773,VAUXHALL,2,14,North West,1,1686,2002,1725,130,0.101,0.429,0.031,,0.239391392
1541,VOLKSWAGEN,2,5,South West,5,1968,2016,1395,124,0.241,0.043,,,0.132574259
3089,VOLKSWAGEN,2,96,South West,5,1598,2016,1591,152,0.282,0.106,,,0.791888285
753,VAUXHALL,1,13,London,4,973,2002,1430,135,0.342,0.048,,0.06,0.71868763
3315,FORD,1,13,London,2,998,2016,1094,99,0.445,0.012,0.001,0.065,0.727060184
1059,VOLKSWAGEN,2,6,North West,1,1896,2002,1596,159,0.181,0.313,0.04,,0.57637345
2751,VAUXHALL,2,14,North West,5,1248,2016,1237,98,0.072,0.05,,,0.050039811
354,VAUXHALL,1,13,London,1,973,2002,1430,132,0.42,0.025,,0.083,0.010728259
3627,BMW,1,4,South West,2,1997,2016,1470,159,0.309,0.024,,0.027,0.719736875
1015,TOYOTA,1,14,North West,2,1598,2002,1290,168,0.55,0.03,,0.06,0.880513041
1645,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.828734735
3580,VOLKSWAGEN,1,14,South West,5,999,2016,1055,108,0.535,0.012,,0.039,0.746586139
1204,TOYOTA,1,14,London,1,1299,2002,1060,160,0.7,0.05,,0.12,0.330742504
2927,FORD,2,96,North West,5,1499,2016,1564,113,0.459,0.054,,,0.894347421
409,VOLKSWAGEN,1,13,South West,1,1595,2002,1285,185,0.53,0.031,,0.055,0.661001731
2511,VOLKSWAGEN,2,6,London,1,1968,2016,1673,149,0.116,0.035,,,0.805425156
285,BMW,1,4,London,2,2979,2002,1695,244,0.447,0.013,,0.062,0.658037347
1322,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.644549736
3285,BMW,2,14,North West,1,1995,2016,1485,114,0.142,0.032,,,0.447715114
589,VOLKSWAGEN,1,14,London,4,1390,2002,0,161,0.172,0.055,,0.066,0.724121608
936,TOYOTA,1,4,London,2,1794,2002,1090,178,1.01,0.01,,0.06,0.889960962
906,BMW,2,6,London,1,1995,2002,1580,153,0.101,0.377,0.037,,0.049073601
1196,FORD,1,14,North West,2,1388,2002,1097,153,0.562,0.026,,0.08,0.826323909
3346,TOYOTA,8,14,South West,5,1798,2016,1480,91,0.182,0.005,,0.036,0.741831895
1390,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.397595914
562,FORD,1,14,London,1,1798,2002,1396,187,0.375,0.091,,0.077,0.072700752
1216,FORD,2,14,South West,1,1753,2002,1288,145,0.347,0.489,0.044,0.042,0.945054064
1689,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.108702325
3384,VAUXHALL,2,14,North West,1,1598,2016,1449,106,0.081,0.042,0.003,,0.402622181
1942,FORD,2,96,London,5,1997,2016,1582,124,0.273,0.032,,,0.059441044
2190,VOLKSWAGEN,1,14,South West,2,1197,2016,1139,109,0.199,0.018,,0.035,0.055451809
2609,BMW,1,2,London,1,2979,2016,1635,194,0.139,0.035,,0.035,0.885403833
952,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.345044915
3137,VOLKSWAGEN,1,14,North West,2,999,2016,1055,106,0.407,0.016,,0.034,0.270547179
2585,BMW,2,5,London,1,2993,2016,1885,152,0.183,0.042,,,0.772071256
2701,BMW,2,14,London,1,1496,2016,1395,103,0.172,0.028,,,0.581772679
2457,FORD,1,14,London,1,998,2016,1335,125,0.428,0.037,0.001,0.053,0.814695274
145,FORD,1,3,London,1,1596,2002,1214,165,0.518,0.059,,0.115,0.306019396
587,FORD,1,14,London,1,1999,2002,1396,192,0.284,0.08,,0.056,0.098819223
3735,VAUXHALL,1,14,South West,1,1398,2016,1163,118,0.463,0.01,,0.031,0.384876965
2156,BMW,1,14,London,1,1499,2016,1445,119,0.263,0.01,,0.036,0.780312061
2725,FORD,1,14,North West,5,1498,2016,1645,143,0.913,0.058,0.002,0.054,0.492071076
3683,BMW,2,6,South West,5,1995,2016,1545,114,0.145,0.026,,,0.389794967
2604,TOYOTA,1,14,London,2,998,2016,1071,99,0.387,0.014,,0.038,0.370381563
3261,VAUXHALL,1,14,North West,5,1364,2016,1409,149,0.699,0.008,,0.044,0.42062457
1069,VOLKSWAGEN,2,6,South West,1,1896,2002,1556,154,0.151,0.382,0.023,,0.061718897
3083,VOLKSWAGEN,1,14,North West,2,1197,2016,1107,107,0.157,0.039,,0.022,0.155770073
1726,VAUXHALL,2,14,North West,5,1598,2016,1613,109,0.035,0.026,,,0.03437562
2291,VAUXHALL,1,6,North West,5,1399,2016,1350,128,0.484,0.006,0.002,0.037,0.293586171
317,VAUXHALL,1,14,South West,1,1199,2002,1455,154,0.211,0.031,,0.052,0.261346624
2584,VOLKSWAGEN,1,14,London,1,1395,2016,1271,116,0.154,0.029,,0.044,0.108715844
1897,FORD,2,96,South West,5,1997,2016,1794,129,0.234,0.048,,,0.763774381
1811,VAUXHALL,1,14,North West,1,1398,2016,1163,118,0.463,0.01,,0.031,0.499500564
1285,FORD,1,14,London,1,1596,2002,1167,165,0.518,0.059,,0.115,0.486368655
2655,BMW,1,4,London,1,1998,2016,1790,144,0.151,0.025,,0.04,0.755267256
933,BMW,1,13,London,2,1796,2002,1375,167,0.76,0.059,,0.103,0.949330299
3814,VAUXHALL,2,14,South West,5,1598,2016,1335,88,0.268,0.047,,,0.67201942
2880,VOLKSWAGEN,1,13,North West,2,999,2016,1055,106,0.407,0.016,,0.034,0.649875386
1740,VOLKSWAGEN,1,14,South West,5,1984,2016,1486,165,0.522,0.05,,0.053,0.12308288
1168,TOYOTA,1,14,South West,2,998,2002,1050,137,0.43,0.03,,0.12,0.510309659
2791,FORD,1,14,North West,1,998,2016,1364,125,0.428,0.037,0.001,0.053,0.06814928
709,VAUXHALL,1,2,South West,1,3175,2002,2195,284,0.33,0.055,,0.132,0.713987034
3783,VOLKSWAGEN,2,14,South West,5,1598,2016,1321,99,0.167,0.069,,,0.56407821
1338,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.739716859
2632,FORD,2,96,London,5,1997,2016,1833,134,0.305,0.054,,,0.998536297
288,VAUXHALL,1,6,London,1,1796,2002,1935,187,0.784,0.011,,0.063,0.19992687
2255,FORD,1,14,South West,2,998,2016,1177,99,0.355,0.041,0.001,0.067,0.229709024
3247,VAUXHALL,1,96,North West,5,1364,2016,1471,166,0.439,0.024,,0.03,0.239795182
987,VOLKSWAGEN,1,13,North West,2,1390,2002,1121,154,0.165,0.047,,0.075,0.761270325
2394,BMW,2,14,South West,5,1496,2016,1395,89,0.119,0.037,,,0.418599365
2059,FORD,2,14,South West,5,1499,2016,1421,99,0.294,0.039,,,0.138745059
404,VOLKSWAGEN,2,14,London,1,1896,2002,1396,146,0.081,0.376,0.029,,0.835054335
2236,VAUXHALL,2,14,South West,5,1248,2016,1225,87,0.141,0.063,,,0.830734974
1895,BMW,1,6,South West,1,1998,2016,1615,146,0.476,0.033,,0.048,0.621553818
3623,VAUXHALL,1,14,South West,2,1398,2016,1163,120,0.463,0.01,,0.031,0.995865735
1898,VOLKSWAGEN,1,14,South West,1,1984,2016,1373,139,0.341,0.056,,0.053,0.271598893
1492,FORD,2,6,South West,5,1997,2016,1679,126,0.357,0.043,,,0.115589082
2268,BMW,8,6,London,1,1997,2016,2305,78,0.185,0.015,,0.014,0.065313869
2832,VOLKSWAGEN,1,14,North West,2,999,2016,1055,106,0.407,0.016,,0.034,0.989309865
2665,FORD,2,96,London,5,1499,2016,1533,109,0.338,0.07,,,0.861567542
1967,FORD,1,14,South West,2,1596,2016,1144,138,0.314,0.017,,0.037,0.852557967
105,FORD,1,13,North West,1,1299,2002,1006,171,0.66,0.095,,0.11,0.805943978
779,VAUXHALL,1,13,London,2,1199,2002,1430,154,0.211,0.031,,0.052,0.405304753
3755,FORD,1,13,South West,2,1242,2016,989,115,0.362,0.024,,0.043,0.321392598
527,TOYOTA,1,4,London,1,1794,2002,1050,178,1.01,0.01,,0.06,0.620937274
1866,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.533754776
640,VAUXHALL,2,6,North West,1,1995,2002,2040,157,0.191,0.429,0.043,,0.252641696
1319,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.967981516
2510,VAUXHALL,1,14,South West,5,1398,2016,1163,120,0.463,0.01,,0.031,0.179455449
768,VOLKSWAGEN,2,6,South West,1,1896,2002,1577,154,0.151,0.382,0.023,,0.038817025
18,VOLKSWAGEN,1,13,London,4,1390,2002,1012,149,0.294,0.03,,0.067,0.569879557
1772,VAUXHALL,2,14,North West,1,1956,2016,1613,118,0.08,0.06,,,0.444839959
1674,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.266750011
462,VOLKSWAGEN,2,13,South West,1,1896,2002,1407,146,0.177,0.363,0.024,,0.180160794
457,VAUXHALL,1,13,South West,2,973,2002,1430,135,0.342,0.048,,0.06,0.539142203
2829,BMW,2,5,North West,1,2993,2016,2140,159,0.186,0.057,,,0.11400279
2788,FORD,2,14,North West,2,1997,2016,1681,122,0.145,0.059,0.001,,0.864975619
1975,VOLKSWAGEN,1,14,London,2,999,2016,1055,108,0.535,0.012,,0.039,0.183592793
2684,VAUXHALL,1,6,London,5,1399,2016,1350,128,0.484,0.006,0.002,0.037,0.74716491
2497,VAUXHALL,2,14,London,5,1598,2016,1350,97,0.243,0.029,,,0.117084748
2930,FORD,2,14,North West,1,1997,2016,1788,134,0.351,0.065,0.002,,0.420775074
2661,TOYOTA,1,14,London,5,1329,2016,1123,114,0.348,0.007,,0.043,0.840024871
1299,FORD,2,14,South West,5,1499,2016,1183,82,0.358,0.062,,,0.532904437
707,VAUXHALL,1,13,North West,4,973,2002,1405,135,0.342,0.048,,0.06,0.443481944
276,FORD,2,6,North West,1,1998,2002,0,159,0.016,0.43,,,0.934030489
2615,VOLKSWAGEN,1,14,London,1,1395,2016,1280,112,0.252,0.04,,0.055,0.861246147
1442,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.69912449
1540,BMW,8,2,South West,5,1998,2016,1735,45,0.082,0.006,,0.017,0.940777349
722,VOLKSWAGEN,2,6,South West,4,2496,2002,1695,192,0.314,0.318,0.034,,0.165432843
3212,FORD,1,14,North West,2,998,2016,1177,99,0.355,0.041,0.001,0.067,0.568187615
2834,FORD,1,14,North West,2,998,2016,1177,99,0.355,0.041,0.001,0.067,0.758617071
1544,VAUXHALL,2,6,South West,5,1598,2016,1393,104,0.17,0.032,0.001,,0.58610933
2329,VOLKSWAGEN,1,14,London,1,1197,2016,1107,107,0.157,0.039,,0.022,0.756099329
3023,VOLKSWAGEN,2,14,North West,5,1598,2016,1321,99,0.167,0.069,,,0.713636031
304,VOLKSWAGEN,1,13,South West,1,1390,2002,1152,158,0.308,0.042,,0.064,0.228220662
844,FORD,2,6,North West,1,1753,2002,1295,145,0.109,0.489,0.044,0.018,0.239347327
1498,VAUXHALL,1,14,North West,1,1364,2016,1409,149,0.699,0.008,,0.044,0.119121385
3092,FORD,2,14,South West,5,1997,2016,1773,135,0.217,0.078,,,0.84568612
2503,VAUXHALL,2,14,London,5,1598,2016,1350,103,0.17,0.032,0.001,,0.702489088
2962,FORD,2,96,North West,5,1499,2016,1608,119,0.353,0.076,0.001,,0.276523299
2556,FORD,1,14,London,5,999,2016,1382,125,0.451,0.036,0.001,0.072,0.543715905
2095,VAUXHALL,1,14,South West,5,1398,2016,1163,112,0.39,0.023,,0.031,0.255600437
357,FORD,1,14,South West,2,1596,2002,1189,192,0.518,0.059,,0.115,0.391094317
3514,VOLKSWAGEN,1,14,South West,5,1395,2016,1247,120,0.158,0.034,,0.028,0.730277115
104,VOLKSWAGEN,1,13,London,2,1198,2002,1093,142,0.68,0.042,,0.03,0.956612884
1555,BMW,2,6,London,1,2993,2016,1770,151,0.341,0.053,,,0.94401291
2395,FORD,1,14,London,1,1242,2016,1095,122,0.518,0.027,,0.051,0.625581716
211,VAUXHALL,1,14,London,1,1598,2002,1660,171,0.695,0.019,,0.054,0.37990661
339,VOLKSWAGEN,2,14,North West,1,1896,2002,1353,138,0.073,0.33,0.025,,0.294721085
894,FORD,1,14,South West,1,1796,2002,1195,181,0.895,0.043,,0.091,0.445577324
